VCE ,leafValue( B1_DP1 "mcparamset" 1 ),leafValue( B1_DP1 "mcparamset" 2 ),leafValue( B1_DP1 "mcparamset" 3 ),leafValue( B1_DP1 "mcparamset" 4 ),leafValue( B1_DP1 "mcparamset" 5 ),leafValue( B1_DP1 "mcparamset" 6 ),leafValue( B1_DP1 "mcparamset" 7 ),leafValue( B1_DP1 "mcparamset" 8 ),leafValue( B1_DP1 "mcparamset" 9 ),leafValue( B1_DP1 "mcparamset" 10 ),leafValue( B1_DP1 "mcparamset" 11 ),leafValue( B1_DP1 "mcparamset" 12 ),leafValue( B1_DP1 "mcparamset" 13 ),leafValue( B1_DP1 "mcparamset" 14 ),leafValue( B1_DP1 "mcparamset" 15 ),leafValue( B1_DP1 "mcparamset" 16 ),leafValue( B1_DP1 "mcparamset" 17 ),leafValue( B1_DP1 "mcparamset" 18 ),leafValue( B1_DP1 "mcparamset" 19 ),leafValue( B1_DP1 "mcparamset" 20 ),leafValue( B2_DP1 "mcparamset" 1 ),leafValue( B2_DP1 "mcparamset" 2 ),leafValue( B2_DP1 "mcparamset" 3 ),leafValue( B2_DP1 "mcparamset" 4 ),leafValue( B2_DP1 "mcparamset" 5 ),leafValue( B2_DP1 "mcparamset" 6 ),leafValue( B2_DP1 "mcparamset" 7 ),leafValue( B2_DP1 "mcparamset" 8 ),leafValue( B2_DP1 "mcparamset" 9 ),leafValue( B2_DP1 "mcparamset" 10 ),leafValue( B2_DP1 "mcparamset" 11 ),leafValue( B2_DP1 "mcparamset" 12 ),leafValue( B2_DP1 "mcparamset" 13 ),leafValue( B2_DP1 "mcparamset" 14 ),leafValue( B2_DP1 "mcparamset" 15 ),leafValue( B2_DP1 "mcparamset" 16 ),leafValue( B2_DP1 "mcparamset" 17 ),leafValue( B2_DP1 "mcparamset" 18 ),leafValue( B2_DP1 "mcparamset" 19 ),leafValue( B2_DP1 "mcparamset" 20 ),leafValue( B1_DP2 "mcparamset" 1 ),leafValue( B1_DP2 "mcparamset" 2 ),leafValue( B1_DP2 "mcparamset" 3 ),leafValue( B1_DP2 "mcparamset" 4 ),leafValue( B1_DP2 "mcparamset" 5 ),leafValue( B1_DP2 "mcparamset" 6 ),leafValue( B1_DP2 "mcparamset" 7 ),leafValue( B1_DP2 "mcparamset" 8 ),leafValue( B1_DP2 "mcparamset" 9 ),leafValue( B1_DP2 "mcparamset" 10 ),leafValue( B1_DP2 "mcparamset" 11 ),leafValue( B1_DP2 "mcparamset" 12 ),leafValue( B1_DP2 "mcparamset" 13 ),leafValue( B1_DP2 "mcparamset" 14 ),leafValue( B1_DP2 "mcparamset" 15 ),leafValue( B1_DP2 "mcparamset" 16 ),leafValue( B1_DP2 "mcparamset" 17 ),leafValue( B1_DP2 "mcparamset" 18 ),leafValue( B1_DP2 "mcparamset" 19 ),leafValue( B1_DP2 "mcparamset" 20 ),leafValue( B2_DP2 "mcparamset" 1 ),leafValue( B2_DP2 "mcparamset" 2 ),leafValue( B2_DP2 "mcparamset" 3 ),leafValue( B2_DP2 "mcparamset" 4 ),leafValue( B2_DP2 "mcparamset" 5 ),leafValue( B2_DP2 "mcparamset" 6 ),leafValue( B2_DP2 "mcparamset" 7 ),leafValue( B2_DP2 "mcparamset" 8 ),leafValue( B2_DP2 "mcparamset" 9 ),leafValue( B2_DP2 "mcparamset" 10 ),leafValue( B2_DP2 "mcparamset" 11 ),leafValue( B2_DP2 "mcparamset" 12 ),leafValue( B2_DP2 "mcparamset" 13 ),leafValue( B2_DP2 "mcparamset" 14 ),leafValue( B2_DP2 "mcparamset" 15 ),leafValue( B2_DP2 "mcparamset" 16 ),leafValue( B2_DP2 "mcparamset" 17 ),leafValue( B2_DP2 "mcparamset" 18 ),leafValue( B2_DP2 "mcparamset" 19 ),leafValue( B2_DP2 "mcparamset" 20 ),leafValue( B1_DP3 "mcparamset" 1 ),leafValue( B1_DP3 "mcparamset" 2 ),leafValue( B1_DP3 "mcparamset" 3 ),leafValue( B1_DP3 "mcparamset" 4 ),leafValue( B1_DP3 "mcparamset" 5 ),leafValue( B1_DP3 "mcparamset" 6 ),leafValue( B1_DP3 "mcparamset" 7 ),leafValue( B1_DP3 "mcparamset" 8 ),leafValue( B1_DP3 "mcparamset" 9 ),leafValue( B1_DP3 "mcparamset" 10 ),leafValue( B1_DP3 "mcparamset" 11 ),leafValue( B1_DP3 "mcparamset" 12 ),leafValue( B1_DP3 "mcparamset" 13 ),leafValue( B1_DP3 "mcparamset" 14 ),leafValue( B1_DP3 "mcparamset" 15 ),leafValue( B1_DP3 "mcparamset" 16 ),leafValue( B1_DP3 "mcparamset" 17 ),leafValue( B1_DP3 "mcparamset" 18 ),leafValue( B1_DP3 "mcparamset" 19 ),leafValue( B1_DP3 "mcparamset" 20 ),leafValue( B2_DP3 "mcparamset" 1 ),leafValue( B2_DP3 "mcparamset" 2 ),leafValue( B2_DP3 "mcparamset" 3 ),leafValue( B2_DP3 "mcparamset" 4 ),leafValue( B2_DP3 "mcparamset" 5 ),leafValue( B2_DP3 "mcparamset" 6 ),leafValue( B2_DP3 "mcparamset" 7 ),leafValue( B2_DP3 "mcparamset" 8 ),leafValue( B2_DP3 "mcparamset" 9 ),leafValue( B2_DP3 "mcparamset" 10 ),leafValue( B2_DP3 "mcparamset" 11 ),leafValue( B2_DP3 "mcparamset" 12 ),leafValue( B2_DP3 "mcparamset" 13 ),leafValue( B2_DP3 "mcparamset" 14 ),leafValue( B2_DP3 "mcparamset" 15 ),leafValue( B2_DP3 "mcparamset" 16 ),leafValue( B2_DP3 "mcparamset" 17 ),leafValue( B2_DP3 "mcparamset" 18 ),leafValue( B2_DP3 "mcparamset" 19 ),leafValue( B2_DP3 "mcparamset" 20 )
50.000000E-3,590.50794E-3,590.62753E-3,590.75046E-3,590.78127E-3,590.65649E-3,590.59802E-3,590.71347E-3,590.70441E-3,590.56589E-3,590.62758E-3,590.76545E-3,590.84126E-3,590.67435E-3,590.61647E-3,590.73238E-3,590.81692E-3,590.66455E-3,590.60528E-3,590.73179E-3,590.68721E-3,590.51177E-3,590.63130E-3,590.74525E-3,590.78667E-3,590.65910E-3,590.59399E-3,590.70240E-3,590.70470E-3,590.56090E-3,590.64332E-3,590.78131E-3,590.84213E-3,590.66177E-3,590.62757E-3,590.73251E-3,590.82320E-3,590.66669E-3,590.60408E-3,590.72466E-3,590.68293E-3,590.51739E-3,590.62882E-3,590.74274E-3,590.78197E-3,590.66351E-3,590.58897E-3,590.72568E-3,590.70858E-3,590.55973E-3,590.64757E-3,590.77004E-3,590.83104E-3,590.68407E-3,590.60673E-3,590.73297E-3,590.79936E-3,590.67751E-3,590.59659E-3,590.72933E-3,590.69135E-3,590.51151E-3,590.63291E-3,590.75715E-3,590.80143E-3,590.65630E-3,590.59474E-3,590.71147E-3,590.69701E-3,590.56605E-3,590.64799E-3,590.77070E-3,590.82680E-3,590.66628E-3,590.61792E-3,590.72157E-3,590.80375E-3,590.66447E-3,590.60490E-3,590.72045E-3,590.68897E-3,590.51291E-3,590.63037E-3,590.75384E-3,590.79370E-3,590.65449E-3,590.59707E-3,590.71684E-3,590.70271E-3,590.55486E-3,590.64881E-3,590.77448E-3,590.83680E-3,590.67080E-3,590.61323E-3,590.72722E-3,590.80367E-3,590.66377E-3,590.61570E-3,590.72651E-3,590.69243E-3,590.50415E-3,590.63703E-3,590.74873E-3,590.79587E-3,590.65466E-3,590.58796E-3,590.71959E-3,590.70084E-3,590.55477E-3,590.64371E-3,590.78547E-3,590.83428E-3,590.67057E-3,590.62452E-3,590.73309E-3,590.80707E-3,590.67042E-3,590.60074E-3,590.71314E-3,590.69335E-3
55.000000E-3,584.93911E-3,585.07490E-3,585.21450E-3,585.24948E-3,585.10778E-3,585.04139E-3,585.17249E-3,585.16221E-3,585.00490E-3,585.07496E-3,585.23151E-3,585.31760E-3,585.12807E-3,585.06234E-3,585.19396E-3,585.28996E-3,585.11693E-3,585.04964E-3,585.19329E-3,585.14267E-3,584.94345E-3,585.07919E-3,585.20858E-3,585.25561E-3,585.11075E-3,585.03682E-3,585.15992E-3,585.16253E-3,584.99924E-3,585.09284E-3,585.24953E-3,585.31859E-3,585.11378E-3,585.07495E-3,585.19411E-3,585.29709E-3,585.11937E-3,585.04827E-3,585.18520E-3,585.13782E-3,584.94984E-3,585.07637E-3,585.20573E-3,585.25028E-3,585.11575E-3,585.03111E-3,585.18636E-3,585.16694E-3,584.99791E-3,585.09766E-3,585.23672E-3,585.30600E-3,585.13911E-3,585.05128E-3,585.19464E-3,585.27002E-3,585.13165E-3,585.03976E-3,585.19050E-3,585.14737E-3,584.94316E-3,585.08102E-3,585.22209E-3,585.27238E-3,585.10757E-3,585.03767E-3,585.17022E-3,585.15380E-3,585.00509E-3,585.09814E-3,585.23748E-3,585.30119E-3,585.11890E-3,585.06399E-3,585.18169E-3,585.27501E-3,585.11685E-3,585.04920E-3,585.18041E-3,585.14468E-3,584.94474E-3,585.07813E-3,585.21833E-3,585.26360E-3,585.10551E-3,585.04031E-3,585.17632E-3,585.16028E-3,584.99238E-3,585.09906E-3,585.24177E-3,585.31253E-3,585.12404E-3,585.05867E-3,585.18810E-3,585.27492E-3,585.11605E-3,585.06147E-3,585.18730E-3,585.14860E-3,584.93480E-3,585.08569E-3,585.21253E-3,585.26606E-3,585.10571E-3,585.02996E-3,585.17944E-3,585.15815E-3,584.99228E-3,585.09328E-3,585.25425E-3,585.30968E-3,585.12377E-3,585.07148E-3,585.19477E-3,585.27878E-3,585.12361E-3,585.04448E-3,585.17211E-3,585.14965E-3
60.000000E-3,579.93224E-3,580.08684E-3,580.24576E-3,580.28558E-3,580.12426E-3,580.04868E-3,580.19793E-3,580.18622E-3,580.00715E-3,580.08691E-3,580.26513E-3,580.36313E-3,580.14736E-3,580.07254E-3,580.22238E-3,580.33167E-3,580.13468E-3,580.05807E-3,580.22161E-3,580.16399E-3,579.93719E-3,580.09171E-3,580.23902E-3,580.29256E-3,580.12765E-3,580.04348E-3,580.18363E-3,580.18659E-3,580.00070E-3,580.10725E-3,580.28564E-3,580.36425E-3,580.13109E-3,580.08689E-3,580.22255E-3,580.33978E-3,580.13745E-3,580.05652E-3,580.21240E-3,580.15846E-3,579.94446E-3,580.08851E-3,580.23578E-3,580.28649E-3,580.13334E-3,580.03698E-3,580.21372E-3,580.19161E-3,579.99918E-3,580.11275E-3,580.27106E-3,580.34992E-3,580.15993E-3,580.05995E-3,580.22314E-3,580.30897E-3,580.15144E-3,580.04683E-3,580.21843E-3,580.16934E-3,579.93686E-3,580.09380E-3,580.25440E-3,580.31164E-3,580.12402E-3,580.04445E-3,580.19535E-3,580.17666E-3,580.00736E-3,580.11329E-3,580.27192E-3,580.34444E-3,580.13692E-3,580.07441E-3,580.20840E-3,580.31464E-3,580.13459E-3,580.05757E-3,580.20695E-3,580.16627E-3,579.93866E-3,580.09051E-3,580.25012E-3,580.30165E-3,580.12168E-3,580.04745E-3,580.20230E-3,580.18403E-3,579.99289E-3,580.11434E-3,580.27681E-3,580.35736E-3,580.14278E-3,580.06835E-3,580.21571E-3,580.31454E-3,580.13368E-3,580.07154E-3,580.21479E-3,580.17074E-3,579.92734E-3,580.09912E-3,580.24351E-3,580.30446E-3,580.12190E-3,580.03568E-3,580.20585E-3,580.18160E-3,579.99277E-3,580.10776E-3,580.29101E-3,580.35411E-3,580.14247E-3,580.08295E-3,580.22329E-3,580.31894E-3,580.14228E-3,580.05220E-3,580.19750E-3,580.17193E-3
65.000000E-3,575.42766E-3,575.60409E-3,575.78545E-3,575.83090E-3,575.64680E-3,575.56054E-3,575.73087E-3,575.71751E-3,575.51315E-3,575.60417E-3,575.80755E-3,575.91940E-3,575.67316E-3,575.58777E-3,575.75877E-3,575.88349E-3,575.65869E-3,575.57126E-3,575.75789E-3,575.69213E-3,575.43331E-3,575.60965E-3,575.77777E-3,575.83886E-3,575.65066E-3,575.55461E-3,575.71455E-3,575.71793E-3,575.50579E-3,575.62739E-3,575.83096E-3,575.92068E-3,575.65459E-3,575.60415E-3,575.75896E-3,575.89275E-3,575.66185E-3,575.56949E-3,575.74739E-3,575.68583E-3,575.44161E-3,575.60600E-3,575.77406E-3,575.83193E-3,575.65716E-3,575.54720E-3,575.74889E-3,575.72366E-3,575.50406E-3,575.63366E-3,575.81432E-3,575.90432E-3,575.68750E-3,575.57340E-3,575.75964E-3,575.85759E-3,575.67782E-3,575.55843E-3,575.75427E-3,575.69824E-3,575.43293E-3,575.61203E-3,575.79531E-3,575.86064E-3,575.64652E-3,575.55571E-3,575.72792E-3,575.70659E-3,575.51339E-3,575.63427E-3,575.81530E-3,575.89807E-3,575.66125E-3,575.58991E-3,575.74282E-3,575.86406E-3,575.65858E-3,575.57069E-3,575.74116E-3,575.69474E-3,575.43498E-3,575.60828E-3,575.79043E-3,575.84924E-3,575.64385E-3,575.55915E-3,575.73585E-3,575.71500E-3,575.49688E-3,575.63548E-3,575.82088E-3,575.91281E-3,575.66793E-3,575.58300E-3,575.75116E-3,575.86395E-3,575.65755E-3,575.58663E-3,575.75012E-3,575.69984E-3,575.42207E-3,575.61811E-3,575.78289E-3,575.85244E-3,575.64410E-3,575.54570E-3,575.73990E-3,575.71224E-3,575.49674E-3,575.62797E-3,575.83710E-3,575.90911E-3,575.66758E-3,575.59965E-3,575.75981E-3,575.86896E-3,575.66736E-3,575.56456E-3,575.73038E-3,575.70120E-3
70.000000E-3,571.37430E-3,571.57611E-3,571.78357E-3,571.83555E-3,571.62496E-3,571.52630E-3,571.72113E-3,571.70585E-3,571.47208E-3,571.57620E-3,571.80885E-3,571.93678E-3,571.65512E-3,571.55745E-3,571.75305E-3,571.89571E-3,571.63857E-3,571.53856E-3,571.75204E-3,571.67682E-3,571.38076E-3,571.58248E-3,571.77478E-3,571.84465E-3,571.62938E-3,571.51951E-3,571.70246E-3,571.70633E-3,571.46367E-3,571.60276E-3,571.83562E-3,571.93825E-3,571.63388E-3,571.57618E-3,571.75327E-3,571.90630E-3,571.64218E-3,571.53653E-3,571.74002E-3,571.66961E-3,571.39025E-3,571.57829E-3,571.77054E-3,571.83673E-3,571.63681E-3,571.51103E-3,571.74175E-3,571.71288E-3,571.46168E-3,571.60994E-3,571.81659E-3,571.91954E-3,571.67152E-3,571.54101E-3,571.75404E-3,571.86608E-3,571.66044E-3,571.52388E-3,571.74789E-3,571.68381E-3,571.38033E-3,571.58519E-3,571.79485E-3,571.86957E-3,571.62465E-3,571.52077E-3,571.71776E-3,571.69336E-3,571.47236E-3,571.61064E-3,571.81771E-3,571.91239E-3,571.64149E-3,571.55989E-3,571.73480E-3,571.87349E-3,571.63844E-3,571.53791E-3,571.73291E-3,571.67980E-3,571.38267E-3,571.58090E-3,571.78926E-3,571.85653E-3,571.62159E-3,571.52470E-3,571.72683E-3,571.70298E-3,571.45347E-3,571.61201E-3,571.82410E-3,571.92925E-3,571.64913E-3,571.55199E-3,571.74433E-3,571.87336E-3,571.63726E-3,571.55613E-3,571.74315E-3,571.68563E-3,571.36790E-3,571.59215E-3,571.78064E-3,571.86019E-3,571.62188E-3,571.50932E-3,571.73146E-3,571.69981E-3,571.45332E-3,571.60342E-3,571.84264E-3,571.92501E-3,571.64873E-3,571.57103E-3,571.75424E-3,571.87909E-3,571.64849E-3,571.53090E-3,571.72057E-3,571.68719E-3
75.000000E-3,567.72871E-3,567.96007E-3,568.19791E-3,568.25751E-3,568.01608E-3,567.90297E-3,568.12634E-3,568.10881E-3,567.84081E-3,567.96018E-3,568.22690E-3,568.37357E-3,568.05066E-3,567.93868E-3,568.16292E-3,568.32648E-3,568.03168E-3,567.91702E-3,568.16177E-3,568.07554E-3,567.73612E-3,567.96737E-3,568.18784E-3,568.26795E-3,568.02114E-3,567.89518E-3,568.10493E-3,568.10936E-3,567.83117E-3,567.99063E-3,568.25759E-3,568.37525E-3,568.02630E-3,567.96016E-3,568.16317E-3,568.33862E-3,568.03582E-3,567.91470E-3,568.14799E-3,568.06727E-3,567.74700E-3,567.96257E-3,568.18298E-3,568.25887E-3,568.02966E-3,567.88546E-3,568.14997E-3,568.11688E-3,567.82889E-3,567.99886E-3,568.23577E-3,568.35380E-3,568.06946E-3,567.91983E-3,568.16407E-3,568.29251E-3,568.05676E-3,567.90020E-3,568.15702E-3,568.08355E-3,567.73562E-3,567.97049E-3,568.21085E-3,568.29651E-3,568.01572E-3,567.89663E-3,568.12247E-3,568.09449E-3,567.84113E-3,567.99966E-3,568.23706E-3,568.34560E-3,568.03503E-3,567.94148E-3,568.14200E-3,568.30100E-3,568.03153E-3,567.91627E-3,568.13983E-3,568.07895E-3,567.73831E-3,567.96557E-3,568.20444E-3,568.28156E-3,568.01221E-3,567.90113E-3,568.13287E-3,568.10552E-3,567.81948E-3,568.00124E-3,568.24438E-3,568.36493E-3,568.04379E-3,567.93242E-3,568.15294E-3,568.30086E-3,568.03018E-3,567.93717E-3,568.15157E-3,568.08564E-3,567.72137E-3,567.97846E-3,568.19456E-3,568.28576E-3,568.01255E-3,567.88351E-3,568.13818E-3,568.10189E-3,567.81930E-3,567.99139E-3,568.26564E-3,568.36007E-3,568.04333E-3,567.95426E-3,568.16429E-3,568.30743E-3,568.04305E-3,567.90824E-3,568.12569E-3,568.08743E-3
80.000000E-3,564.45429E-3,564.72010E-3,564.99337E-3,565.06184E-3,564.78445E-3,564.65449E-3,564.91113E-3,564.89099E-3,564.58309E-3,564.72023E-3,565.02666E-3,565.19518E-3,564.82418E-3,564.69553E-3,564.95316E-3,565.14108E-3,564.80237E-3,564.67064E-3,564.95184E-3,564.85277E-3,564.46280E-3,564.72849E-3,564.98179E-3,565.07383E-3,564.79027E-3,564.64555E-3,564.88653E-3,564.89162E-3,564.57200E-3,564.75522E-3,565.06193E-3,565.19711E-3,564.79619E-3,564.72021E-3,564.95345E-3,565.15503E-3,564.80713E-3,564.66797E-3,564.93601E-3,564.84326E-3,564.47530E-3,564.72297E-3,564.97620E-3,565.06339E-3,564.80006E-3,564.63438E-3,564.93828E-3,564.90026E-3,564.56939E-3,564.76466E-3,565.03686E-3,565.17246E-3,564.84577E-3,564.67388E-3,564.95447E-3,565.10205E-3,564.83119E-3,564.65131E-3,564.94637E-3,564.86197E-3,564.46223E-3,564.73207E-3,565.00822E-3,565.10665E-3,564.78403E-3,564.64722E-3,564.90669E-3,564.87454E-3,564.58345E-3,564.76559E-3,565.03834E-3,565.16305E-3,564.80622E-3,564.69874E-3,564.92912E-3,565.11181E-3,564.80220E-3,564.66978E-3,564.92663E-3,564.85669E-3,564.46532E-3,564.72642E-3,565.00086E-3,565.08947E-3,564.78000E-3,564.65239E-3,564.91864E-3,564.88721E-3,564.55857E-3,564.76740E-3,565.04675E-3,565.18526E-3,564.81629E-3,564.68833E-3,564.94169E-3,565.11164E-3,564.80065E-3,564.69379E-3,564.94012E-3,564.86437E-3,564.44586E-3,564.74123E-3,564.98951E-3,565.09429E-3,564.78039E-3,564.63214E-3,564.92474E-3,564.88304E-3,564.55837E-3,564.75608E-3,565.07117E-3,565.17967E-3,564.81576E-3,564.71342E-3,564.95473E-3,565.11919E-3,564.81544E-3,564.66055E-3,564.91039E-3,564.86642E-3
85.000000E-3,561.52062E-3,561.82665E-3,562.14125E-3,562.22008E-3,561.90072E-3,561.75111E-3,562.04657E-3,562.02338E-3,561.66890E-3,561.82679E-3,562.17958E-3,562.37359E-3,561.94646E-3,561.79835E-3,562.09496E-3,562.31130E-3,561.92136E-3,561.76970E-3,562.09344E-3,561.97938E-3,561.53042E-3,561.83630E-3,562.12792E-3,562.23388E-3,561.90742E-3,561.74082E-3,562.01825E-3,562.02411E-3,561.65614E-3,561.86707E-3,562.22018E-3,562.37581E-3,561.91425E-3,561.82677E-3,562.09529E-3,562.32737E-3,561.92684E-3,561.76663E-3,562.07521E-3,561.96844E-3,561.54481E-3,561.82995E-3,562.12149E-3,562.22187E-3,561.91869E-3,561.72796E-3,562.07783E-3,562.03405E-3,561.65313E-3,561.87795E-3,562.19132E-3,562.34744E-3,561.97133E-3,561.77343E-3,562.09647E-3,562.26637E-3,561.95453E-3,561.74745E-3,562.08715E-3,561.98997E-3,561.52976E-3,561.84042E-3,562.15835E-3,562.27166E-3,561.90025E-3,561.74273E-3,562.04145E-3,562.00445E-3,561.66932E-3,561.87901E-3,562.19302E-3,562.33660E-3,561.92579E-3,561.80206E-3,562.06729E-3,562.27760E-3,561.92117E-3,561.76871E-3,562.06442E-3,561.98390E-3,561.53332E-3,561.83392E-3,562.14987E-3,562.25189E-3,561.89561E-3,561.74869E-3,562.05521E-3,562.01903E-3,561.64068E-3,561.88110E-3,562.20270E-3,562.36216E-3,561.93738E-3,561.79007E-3,562.08175E-3,562.27741E-3,561.91937E-3,561.79635E-3,562.07995E-3,561.99274E-3,561.51091E-3,561.85097E-3,562.13681E-3,562.25744E-3,561.89605E-3,561.72537E-3,562.06223E-3,562.01423E-3,561.64044E-3,561.86807E-3,562.23082E-3,562.35574E-3,561.93677E-3,561.81896E-3,562.09677E-3,562.28610E-3,561.93640E-3,561.75808E-3,562.04571E-3,561.99510E-3
90.000000E-3,558.90298E-3,559.25599E-3,559.61889E-3,559.70982E-3,559.34144E-3,559.16885E-3,559.50967E-3,559.48292E-3,559.07403E-3,559.25616E-3,559.66310E-3,559.88690E-3,559.39420E-3,559.22335E-3,559.56549E-3,559.81505E-3,559.36524E-3,559.19030E-3,559.56374E-3,559.43217E-3,558.91428E-3,559.26712E-3,559.60351E-3,559.72574E-3,559.34916E-3,559.15698E-3,559.47701E-3,559.48377E-3,559.05930E-3,559.30262E-3,559.70994E-3,559.88946E-3,559.35704E-3,559.25613E-3,559.56588E-3,559.83358E-3,559.37157E-3,559.18675E-3,559.54272E-3,559.41955E-3,558.93088E-3,559.25980E-3,559.59610E-3,559.71188E-3,559.36216E-3,559.14215E-3,559.54573E-3,559.49524E-3,559.05583E-3,559.31517E-3,559.67664E-3,559.85673E-3,559.42288E-3,559.19460E-3,559.56724E-3,559.76322E-3,559.40351E-3,559.16463E-3,559.55648E-3,559.44439E-3,558.91352E-3,559.27188E-3,559.63862E-3,559.76933E-3,559.34089E-3,559.15919E-3,559.50377E-3,559.46108E-3,559.07451E-3,559.31639E-3,559.67861E-3,559.84423E-3,559.37035E-3,559.22763E-3,559.53357E-3,559.77618E-3,559.36502E-3,559.18916E-3,559.53026E-3,559.43738E-3,558.91763E-3,559.26437E-3,559.62884E-3,559.74652E-3,559.33553E-3,559.16606E-3,559.51965E-3,559.47791E-3,559.04147E-3,559.31880E-3,559.68978E-3,559.87372E-3,559.38372E-3,559.21380E-3,559.55025E-3,559.77596E-3,559.36295E-3,559.22104E-3,559.54818E-3,559.44758E-3,558.89178E-3,559.28404E-3,559.61377E-3,559.75292E-3,559.33604E-3,559.13916E-3,559.52774E-3,559.47237E-3,559.04120E-3,559.30377E-3,559.72221E-3,559.86631E-3,559.38302E-3,559.24712E-3,559.56758E-3,559.78598E-3,559.38259E-3,559.17689E-3,559.50869E-3,559.45031E-3
95.000000E-3,556.58195E-3,556.98991E-3,557.40931E-3,557.51439E-3,557.08866E-3,556.88921E-3,557.28309E-3,557.25217E-3,556.77962E-3,556.99011E-3,557.46040E-3,557.71904E-3,557.14963E-3,556.95220E-3,557.34760E-3,557.63600E-3,557.11617E-3,556.91399E-3,557.34557E-3,557.19352E-3,556.59501E-3,557.00278E-3,557.39153E-3,557.53279E-3,557.09759E-3,556.87549E-3,557.24534E-3,557.25315E-3,556.76261E-3,557.04380E-3,557.51453E-3,557.72200E-3,557.10669E-3,556.99007E-3,557.34804E-3,557.65742E-3,557.12348E-3,556.90989E-3,557.32128E-3,557.17893E-3,556.61420E-3,556.99431E-3,557.38297E-3,557.51678E-3,557.11261E-3,556.85835E-3,557.32476E-3,557.26640E-3,556.75860E-3,557.05830E-3,557.47605E-3,557.68418E-3,557.18278E-3,556.91897E-3,557.34961E-3,557.57611E-3,557.16040E-3,556.88432E-3,557.33718E-3,557.20764E-3,556.59413E-3,557.00827E-3,557.43211E-3,557.58316E-3,557.08802E-3,556.87804E-3,557.27627E-3,557.22693E-3,556.78018E-3,557.05972E-3,557.47832E-3,557.66973E-3,557.12208E-3,556.95714E-3,557.31071E-3,557.59108E-3,557.11591E-3,556.91267E-3,557.30688E-3,557.19954E-3,556.59888E-3,556.99960E-3,557.42081E-3,557.55680E-3,557.08184E-3,556.88598E-3,557.29461E-3,557.24638E-3,556.74200E-3,557.06250E-3,557.49123E-3,557.70381E-3,557.13753E-3,556.94116E-3,557.32999E-3,557.59083E-3,557.11352E-3,556.94952E-3,557.32759E-3,557.21133E-3,556.56901E-3,557.02233E-3,557.40339E-3,557.56420E-3,557.08243E-3,556.85490E-3,557.30397E-3,557.23998E-3,556.74168E-3,557.04514E-3,557.52872E-3,557.69524E-3,557.13671E-3,556.97967E-3,557.35001E-3,557.60241E-3,557.13622E-3,556.89850E-3,557.28195E-3,557.21448E-3
100.00000E-3,554.54318E-3,555.01548E-3,555.50103E-3,555.62269E-3,555.12980E-3,554.89890E-3,555.35490E-3,555.31911E-3,554.77203E-3,555.01571E-3,555.56018E-3,555.85961E-3,555.20040E-3,554.97182E-3,555.42958E-3,555.76348E-3,555.16166E-3,554.92759E-3,555.42724E-3,555.25121E-3,554.55829E-3,555.03038E-3,555.48045E-3,555.64399E-3,555.14014E-3,554.88301E-3,555.31120E-3,555.32024E-3,554.75233E-3,555.07787E-3,555.62284E-3,555.86303E-3,555.15068E-3,555.01567E-3,555.43010E-3,555.78827E-3,555.17012E-3,554.92284E-3,555.39911E-3,555.23432E-3,554.58051E-3,555.02058E-3,555.47053E-3,555.62545E-3,555.15753E-3,554.86317E-3,555.40315E-3,555.33558E-3,554.74768E-3,555.09466E-3,555.57829E-3,555.81925E-3,555.23877E-3,554.93335E-3,555.43192E-3,555.69413E-3,555.21286E-3,554.89324E-3,555.41753E-3,555.26756E-3,554.55728E-3,555.03674E-3,555.52742E-3,555.70230E-3,555.12907E-3,554.88597E-3,555.34701E-3,555.28989E-3,554.77267E-3,555.09630E-3,555.58093E-3,555.80252E-3,555.16849E-3,554.97754E-3,555.38687E-3,555.71147E-3,555.16136E-3,554.92606E-3,555.38245E-3,555.25818E-3,554.56277E-3,555.02670E-3,555.51434E-3,555.67178E-3,555.12190E-3,554.89516E-3,555.36824E-3,555.31240E-3,554.72847E-3,555.09952E-3,555.59587E-3,555.84198E-3,555.18638E-3,554.95904E-3,555.40920E-3,555.71118E-3,555.15859E-3,554.96872E-3,555.40642E-3,555.27182E-3,554.52819E-3,555.05302E-3,555.49417E-3,555.68035E-3,555.12259E-3,554.85918E-3,555.37908E-3,555.30499E-3,554.72810E-3,555.07942E-3,555.63927E-3,555.83206E-3,555.18544E-3,555.00362E-3,555.43238E-3,555.72459E-3,555.18487E-3,554.90965E-3,555.35358E-3,555.27548E-3
